GEOID,County name,Percent of population that is foreign-born,Percent of adults (25 or older) who are not high-school graduates,Percent of population with income below 150 percent of poverty level,Percent of households receiving public assistance income,Percent of persons (ages 16 or older) unemployed,Percent limited-English households,Percent of persons who moved from outside county in past year,Total population,Hispanic_Latino,White,Black or African American,AIAN,Asian,NHPI,Some other race,Two or more races,Tract name,Incorporated (%),Unincorporated (%),Size (sq. mi.),Pop density,AD_overlapped,SD_overlapped,CD_overlapped,Census 2020 Region
06037135113,Los Angeles,40.5,5.5,7.3,1.2,6.1,4.5,2.7,3138,16.8,50.8,4.2,0,21.3,1.6,0.8,4.6,Census Tract 1351.13,Los Angeles (100.0),0,0.2,13038.8,AD-45,SD-27,CD-30,8
06037135115,Los Angeles,39.3,3.2,18.7,2.6,13.7,14.2,12.1,3110,20.8,48.6,2.9,0,24.7,0,0,3,Census Tract 1351.15,Los Angeles (100.0),0,0.1,36756.5,AD-45,SD-27,CD-30,8
06037135116,Los Angeles,36.6,14.4,30.8,1.3,28.7,23,5.5,1463,21.5,59.1,6.6,0,12.8,0,0,0,Census Tract 1351.16,Los Angeles (100.0),0,0.4,4762.5,AD-45,SD-27,CD-30,8
06037135201,Los Angeles,21.7,4,14,1.3,9.5,1.9,3.4,3013,17.2,57.8,7.5,0,13.4,0,0,4,Census Tract 1352.01,Los Angeles (100.0),0,0.6,4383.6,AD-45,SD-27,CD-30,8
06037135202,Los Angeles,19.9,6.1,8.6,3.2,8.9,1.5,0.6,4618,16.8,59.5,5.5,0,13.7,0,0.3,4.1,Census Tract 1352.02,Los Angeles (100.0),0,0.7,6464,AD-45,SD-27,CD-30,8
06037135204,Los Angeles,25.6,7.5,10.6,0,8.2,7.9,3.9,5135,17,53.7,6.3,0,17,0,0.3,5.7,Census Tract 1352.04,Los Angeles (100.0),0,0.7,6680.2,AD-45,SD-27,CD-30,8
06037135205,Los Angeles,24.6,1,20.4,0.4,10.1,5,4.1,1938,1.9,81.6,0.8,2.4,10.5,0,0,2.7,Census Tract 1352.05,Los Angeles (64.1),35.9,1,2294.3,AD-45,SD-27,CD-30,8
06037137000,Los Angeles,19.4,4.2,8.6,7,8.4,0.9,0.4,5184,8.1,75.7,5.5,0.4,7.7,0.2,0.1,2.2,Census Tract 1370,Los Angeles (100.0),0,1.2,4095.3,AD-45,SD-27,CD-30,8
06037137103,Los Angeles,36.4,7.2,19.4,1.6,4.9,3.9,5.7,5540,16.5,64.1,0.6,0.4,16.4,0,0.7,1.3,Census Tract 1371.03,Los Angeles (100.0),0,0.3,16878.8,AD-45,SD-27,CD-30,8
06037137104,Los Angeles,39.9,8.2,19.2,3.7,4.9,8.9,4.3,2579,12.8,70.5,3.1,0,7.6,0,0.3,5.6,Census Tract 1371.04,Los Angeles (100.0),0,1,2751.8,AD-45,SD-27,CD-30,8
06037137202,Los Angeles,36.1,4.7,14.6,4.9,7.6,3.3,5.7,3281,8.4,63.7,4,0,21,0,0,2.9,Census Tract 1372.02,Los Angeles (100.0),0,0.3,10681.4,AD-45,SD-27,CD-30,8
06037137203,Los Angeles,22.1,12,9.6,4.8,4.9,6.9,4.3,2609,33.3,36,8.6,0,13.3,0,0,8.7,Census Tract 1372.03,Los Angeles (100.0),0,0.4,5582.9,AD-45,SD-27,CD-30,8
06037137301,Los Angeles,25.6,6.1,4.2,0.7,3.3,1.3,1.4,2314,6.9,74.4,2,0,5.7,0,0.1,10.8,Census Tract 1373.01,Los Angeles (100.0),0,0.6,3619.8,AD-45,SD-27,CD-30,8
06037137302,Los Angeles,26.3,4.6,8.8,3.2,5.7,2.7,1.5,4392,9,80.5,3.3,0,3.9,0,0.2,3.1,Census Tract 1373.02,Los Angeles (100.0),0,0.9,4594.9,AD-45,SD-27,CD-30,8
06037137401,Los Angeles,21.5,2.5,7.6,0.4,5.2,2.6,1.2,4091,16.2,73,2.2,0,5.4,0,0.6,2.6,Census Tract 1374.01,Los Angeles (100.0),0,0.9,5128.6,AD-45,SD-27,CD-30,8
06037137402,Los Angeles,19.7,3.3,6.8,0,9.1,6.1,1.3,5626,11.9,64.8,13.8,0,5.3,0,1.4,2.8,Census Tract 1374.02,Los Angeles (100.0),0,1.2,4758.6,AD-45,SD-27,CD-30,8
06037137501,Los Angeles,34.1,4,18,0,9.5,8.2,6.1,5254,10.8,63.5,5.6,0,14.8,0,0,5.3,Census Tract 1375.01,Los Angeles (100.0),0,1,4802.2,AD-45,SD-27,CD-30,8
06037137502,Los Angeles,20.3,3.1,10.9,0.6,5.1,2.1,1.9,4337,15.4,62,7.4,0.8,8.7,0,3,2.8,Census Tract 1375.02,Los Angeles (100.0),0,0.8,5502.9,AD-45,SD-27,CD-30,8
06037137504,Los Angeles,22.1,0,2.4,2.8,3,4.1,4.9,1928,11.8,79.7,0.7,0.8,2.5,0,0,4.6,Census Tract 1375.04,Los Angeles (100.0),0,1.5,1295.8,AD-45,SD-27,CD-30,8
06037138000,Los Angeles,22.5,4.1,6.6,0.4,7,5.1,0.7,4766,7.2,74.4,6.3,0,4.6,0.7,0,6.8,Census Tract 1380,Los Angeles (100.0),0,1.7,2649.5,AD-45,SD-27,CD-30,8
06037139001,Los Angeles,23.8,3.9,8.6,2.5,6.6,9.1,0.4,5561,18.2,71.6,0.5,0,6.2,0,0,3.5,Census Tract 1390.01,Los Angeles (100.0),0,0.5,10706.5,AD-45,SD-27,CD-30,8
06037139200,Los Angeles,30.9,8.6,19.3,1.9,8,4.6,2.1,5994,14.4,70.1,3.1,0,10.2,0,0,2.2,Census Tract 1392,Los Angeles (100.0),0,0.4,12407.9,AD-45,SD-27,CD-30,8
06037139301,Los Angeles,20.5,5.5,7.8,5.7,8.4,2.7,4,4106,13.4,54.6,6.5,0,11.6,0,0,13.9,Census Tract 1393.01,Los Angeles (100.0),0,1.1,4240.7,AD-45,SD-27,CD-30,8
06037139302,Los Angeles,35.6,8.6,35.1,3.5,6.2,15.1,3.3,5016,35.4,41.9,7.4,0.1,9.6,0,0.5,5,Census Tract 1393.02,Los Angeles (100.0),0,0.1,36244.4,AD-45,SD-27,CD-30,8
06037139303,Los Angeles,48.7,14.1,30.3,3.3,7.6,25.4,2.6,4682,23.4,59.1,7.9,0,4.2,0.1,0.5,4.8,Census Tract 1393.03,Los Angeles (100.0),0,0.2,27927.5,AD-45,SD-27,CD-30,8
06037139401,Los Angeles,47.9,6,17.9,1.8,1.4,14.4,6.1,2488,13.8,76.5,6.6,0,2.4,0,0,0.8,Census Tract 1394.01,Los Angeles (100.0),0,0.4,8261.7,AD-45,SD-27,CD-30,8
06037139402,Los Angeles,23.9,3.1,6.9,1.3,4.6,4.5,3.8,2979,9.2,81.9,3.2,0,2.1,0,0.1,3.5,Census Tract 1394.02,Los Angeles (100.0),0,0.9,2948.3,AD-45,SD-27,CD-30,8
06037139502,Los Angeles,42.9,7.2,9,1.4,6.2,12.1,1.7,3004,12.7,77.8,0.8,0,5.4,0,0,3.4,Census Tract 1395.02,Los Angeles (100.0),0,0.4,7709.1,AD-45,SD-27,CD-30,8
06037139504,Los Angeles,48.3,9.5,31.4,5.5,10.6,22.1,3,4128,7,75.7,6.3,0,6.8,0,0.7,3.5,Census Tract 1395.04,Los Angeles (100.0),0,0.1,33528,AD-45,SD-27,CD-30,8
06037139505,Los Angeles,60.4,5.3,43.4,0,13,43.6,0.6,2965,23.1,53.5,1.3,0,5.3,0,0,16.8,Census Tract 1395.05,Los Angeles (100.0),0,0.1,39258.2,AD-45,SD-27,CD-30,8
06037139506,Los Angeles,51.5,8.1,16.7,1.1,7.9,20.6,0.4,3416,25.8,68,0.3,0,4.2,0,0.6,1.1,Census Tract 1395.06,Los Angeles (100.0),0,0.1,39268.9,AD-45,SD-27,CD-30,8
06037139600,Los Angeles,29.3,5.6,6.2,0.8,12.4,8,1.8,5241,8.7,74.9,2.7,0,11.4,0,0,2.2,Census Tract 1396,Los Angeles (100.0),0,1,5420.5,AD-45,SD-27,CD-30,8
06037139701,Los Angeles,29.3,7.3,12.9,0.7,7.1,5.5,2.8,5889,8,76.8,1.8,0.2,6,0.3,0,7,Census Tract 1397.01,Los Angeles (100.0),0,1.3,4146.9,AD-45,SD-27,CD-30,8
06037139703,Los Angeles,39.8,5.5,10.5,1.2,4.5,3.3,3.4,2747,1.1,84.1,3,0,5.8,0,0,6,Census Tract 1397.03,Los Angeles (100.0),0,1.8,1475,AD-45,SD-27,CD-30,8
06037139704,Los Angeles,34.7,1.1,2,0,3,14.4,0.5,2620,0.1,94.2,0,0,1.2,0,0,4.5,Census Tract 1397.04,Los Angeles (100.0),0,2.2,1170.6,AD-45,SD-27,CD-30,8
06037139705,Los Angeles,22.2,5.4,3.3,0,6.1,0,0.5,3820,2.9,89.9,0,0,6.5,0.4,0,0.3,Census Tract 1397.05,Los Angeles (100.0),0,1.2,3100.2,AD-45,SD-27,CD-30,8
06037139801,Los Angeles,29.8,4.6,4.7,0,5.9,9.8,0.5,3478,5.5,78.9,5.4,0,2.6,0,0.5,7,Census Tract 1398.01,Los Angeles (100.0),0,1.4,2488.5,AD-45,SD-27,CD-30,8
06037139802,Los Angeles,31.2,2.4,8.2,3.8,2,3.4,1.9,4041,5.7,77.6,5.3,0,9.8,0,0.7,0.8,Census Tract 1398.02,Los Angeles (100.0),0,2.4,1644.5,AD-45,SD-27,CD-30,8
06037141101,Los Angeles,21.9,1.6,12.1,3.2,7.6,0.9,13.9,4757,12.8,59.4,13.5,0,3.5,0,0.3,10.5,Census Tract 1411.01,Los Angeles (100.0),0,0.3,17236.1,AD-46,SD-18,CD-30,8
06037141102,Los Angeles,18.8,2.7,16.5,3.1,8,1.5,4.3,3120,11.5,69.4,5.1,0,4.7,0,0,9.3,Census Tract 1411.02,Los Angeles (100.0),0,0.3,10216.3,AD-46,SD-18,CD-30,8
06037141201,Los Angeles,25,3.4,11.7,2.4,5.7,5.8,3.5,4201,18.4,67.6,5.6,0,4.7,0,1.1,2.7,Census Tract 1412.01,Los Angeles (100.0),0,0.3,16026.8,AD-46,SD-18,CD-30,8
06037141202,Los Angeles,26.3,0.6,14.9,2.8,6.4,7.5,2.3,3001,8.6,76.4,3.2,0,5.8,0,1.1,4.9,Census Tract 1412.02,Los Angeles (100.0),0,0.3,10808.7,AD-46,SD-18,CD-30,8
06037141303,Los Angeles,27.4,3.8,18.3,2.1,6.1,10.1,3.3,3436,14.8,65.3,3.5,0,7.3,0,3.6,5.6,Census Tract 1413.03,Los Angeles (100.0),0,0.1,31453.8,AD-46,SD-18,CD-30,8
06037141304,Los Angeles,15.4,3.2,13.6,0,7.5,5,3.7,3185,7.7,82,3.6,0,4,0,0,2.7,Census Tract 1413.04,Los Angeles (100.0),0,0.3,10963.9,AD-46,SD-18,CD-30,8
06037141305,Los Angeles,29.1,2.9,11.5,2.4,5.6,7.8,10.2,2606,21.4,67.4,3.9,0.1,4.7,0,0,2.5,Census Tract 1413.05,Los Angeles (100.0),0,0.3,11188.8,AD-46,SD-18,CD-30,8
06037141306,Los Angeles,16.6,0,6.4,1.9,17.2,4.8,3.2,3240,24.5,61.5,5.7,0,6.5,0,0,1.8,Census Tract 1413.06,Los Angeles (100.0),0,0.2,12856.8,AD-46,SD-18,CD-30,8
06037141400,Los Angeles,24.8,3.1,11,1.6,4.4,2.7,2.1,5366,9,71.7,5.2,0,7.9,0,0,6.1,Census Tract 1414,Los Angeles (100.0),0,0.8,6147.1,AD-45,SD-27,CD-30,8
06037141500,Los Angeles,16.4,0.4,4.6,0,3.1,0,0.5,3015,2.2,82.6,5.4,0,7.2,0,2.2,0.4,Census Tract 1415,Los Angeles (100.0),0,1.3,2442.8,"AD-45, AD-50",SD-27,"CD-30, CD-33",8
06037141600,Los Angeles,30.8,1.1,8.2,0,6.6,1.1,5.1,4198,6.4,74.1,3.4,0,9.9,0,0,6.1,Census Tract 1416,Los Angeles (100.0),0,1.5,2711.2,AD-46,SD-18,CD-30,8
06037141700,Los Angeles,17.7,0.9,3.2,1.4,13.1,1.4,0,3342,4.9,85.8,1.3,0,5.3,0,0,2.7,Census Tract 1417,Los Angeles (100.0),0,1.2,2471.8,AD-46,SD-18,CD-30,8
06037143101,Los Angeles,9.2,8.6,8,2.3,9.3,0,4,2074,7.7,79.4,0.6,0,9.1,0,0,3.2,Census Tract 1431.01,Los Angeles (100.0),0,0.5,4194.7,AD-46,SD-18,CD-30,8
06037143102,Los Angeles,28.8,9.5,10,3,8,6.2,7.2,2139,18.7,62,5.2,0,9.9,0,0,4.2,Census Tract 1431.02,Los Angeles (100.0),0,0.2,15187.7,AD-46,SD-18,CD-30,8
06037143200,Los Angeles,21.6,4.8,13.5,0.9,6.8,7.1,3.6,4351,25.3,58.3,2.1,0,8.9,0.7,0.4,4.3,Census Tract 1432,Los Angeles (100.0),0,0.4,11844.7,AD-46,SD-18,CD-30,8
06037143301,Los Angeles,16.8,5.6,9.4,3.9,3.2,8.1,0.3,3586,20.4,61.5,4.5,1.1,7.4,0,0,5,Census Tract 1433.01,Los Angeles (100.0),0,0.2,14441.9,AD-46,SD-18,"CD-29, CD-30",8
06037143302,Los Angeles,19,4,9.2,2.1,7.5,4.8,4,3104,13,70.5,4.6,0,8.1,0,0,3.7,Census Tract 1433.02,Los Angeles (100.0),0,0.4,8458.1,AD-46,SD-18,CD-30,8
06037143401,Los Angeles,17.9,4,6.8,5.6,7.5,1.2,1.6,5602,9.6,72.1,2.8,0.9,7.5,0,1.6,5.6,Census Tract 1434.01,Los Angeles (100.0),0,0.4,10816.4,AD-46,SD-18,CD-30,8
06037143402,Los Angeles,10.9,3.8,16.7,1.5,1.3,1.2,8.9,1973,12.5,84.3,0,0,1.1,0,0,2,Census Tract 1434.02,Los Angeles (100.0),0,0.2,7370.6,AD-46,SD-18,CD-30,8
06037143500,Los Angeles,11.6,1.3,12.8,2.2,9.6,1.3,3.5,5633,11.4,76.2,5,0,2.1,0.7,0,4.6,Census Tract 1435,Los Angeles (100.0),0,0.5,11294.8,AD-46,SD-18,CD-30,8
06037143602,Los Angeles,21.4,7.9,13.2,4.6,8.6,2.1,3.9,4897,10.8,70.8,3.2,0,12.4,0,0,2.8,Census Tract 1436.02,Los Angeles (100.0),0,0.4,10705.7,AD-46,SD-18,CD-30,8
06037143603,Los Angeles,17.4,3,11,1.6,5.5,0,2,2442,15.6,67,3,0,9.3,0,0,5,Census Tract 1436.03,Los Angeles (100.0),0,0.2,13079.4,AD-46,SD-18,CD-30,8
06037143605,Los Angeles,22.4,1.6,16.8,0,6.6,8.1,20.7,1803,8.9,55.4,16.5,0,14.7,0,0,4.4,Census Tract 1436.05,Los Angeles (100.0),0,0.1,16041.1,AD-46,SD-18,CD-30,8
06037143606,Los Angeles,21.8,0.8,9.8,4.6,8.5,0.1,6.4,1701,10,65,2.4,0.9,13.7,0,0,7.9,Census Tract 1436.06,Los Angeles (100.0),0,0.1,17734.3,AD-46,SD-18,CD-30,8
06037143700,Los Angeles,23.7,1.2,9.7,3.1,8,0.4,2.6,3767,14,73.4,1.3,0,5,0.7,0,5.6,Census Tract 1437,Los Angeles (100.0),0,1.3,2993.7,AD-46,"SD-18, SD-26","CD-28, CD-30",8
06037143801,Los Angeles,17.3,2.7,6.3,0,7.6,0.6,0.5,3342,6,68,6,0,7.4,0,0,12.7,Census Tract 1438.01,Los Angeles (100.0),0,0.6,5294.4,AD-46,SD-18,CD-30,8
06037143802,Los Angeles,14,0.9,7.6,1.1,5.6,5.7,9.3,2501,15.6,71.7,3.1,0,8.1,0,0,1.5,Census Tract 1438.02,Los Angeles (100.0),0,0.4,5110,AD-46,SD-18,CD-30,8
06037143901,Los Angeles,21.5,1.2,5.9,0.7,9.5,0.4,3.1,4363,10.2,79.7,0.8,0,4.2,0,0,5.1,Census Tract 1439.01,Los Angeles (100.0),0,2,2117.8,AD-46,SD-18,CD-30,8
06037143902,Los Angeles,21.4,1.5,11.5,1,7.8,0,0.5,2860,14.5,67.7,1.5,0,9.1,0,0,7.3,Census Tract 1439.02,Los Angeles (100.0),0,1,3058.7,AD-46,SD-18,CD-30,8
06037181000,Los Angeles,29,4.5,12.6,3.1,3.3,4.6,1.1,6357,33.1,36,0,0.7,23.2,0,0.9,6.2,Census Tract 1810,Los Angeles (100.0),0,1.6,3866.2,AD-51,SD-24,CD-34,8
06037181300,Los Angeles,28.4,8.4,8.1,1.5,6.5,6.9,1.1,3959,26.4,38.1,1.6,0.1,26.5,0,0,7.2,Census Tract 1813,Los Angeles (100.0),0,0.6,6493.6,AD-51,SD-24,CD-34,8
06037181400,Los Angeles,33.6,11.2,15.8,2.6,8.6,5.6,1.7,4797,36.6,25.6,2.3,0.2,34,0,0,1.3,Census Tract 1814,Los Angeles (100.0),0,0.3,12178.4,AD-51,SD-24,CD-34,8
06037181500,Los Angeles,32.5,9.6,11.9,2.4,0.9,2.6,3.8,3934,22.5,37.6,2,0,28.2,2.4,2.9,4.2,Census Tract 1815,Los Angeles (100.0),0,0.4,8645.6,AD-51,SD-24,CD-34,8
06037181600,Los Angeles,25.1,11.5,8.5,1.9,8.4,7,11.9,4697,34.1,31,4.7,0.2,22.9,1.1,0.2,5.8,Census Tract 1816,Los Angeles (100.0),0,0.5,8799.6,AD-51,SD-24,CD-34,8
06037183101,Los Angeles,28,15.5,20.8,2.4,2.1,14.1,1.8,2749,54.2,35.1,0.3,0.4,6.8,0,0.7,2.4,Census Tract 1831.01,Los Angeles (100.0),0,0.4,9790.6,AD-51,SD-24,CD-34,8
06037183103,Los Angeles,28.8,14.6,22.9,4.4,9.7,8,1.3,4800,57.4,23.8,5.1,1.5,6.6,0,1,4.7,Census Tract 1831.03,Los Angeles (100.0),0,0.2,15543.1,AD-51,SD-24,CD-34,8
06037183104,Los Angeles,34.1,20.4,14.9,6.6,5.6,6.2,2,1985,49.9,28.4,3,1.3,15.5,0,0.1,1.8,Census Tract 1831.04,Los Angeles (100.0),0,0.3,8193.3,AD-51,SD-24,CD-34,8
06037183220,Los Angeles,38,20.6,22.7,0,6.4,9.8,2.2,3597,60.8,17.6,0.3,0.1,14,0,0.7,6.4,Census Tract 1832.20,Los Angeles (100.0),0,0.2,17817.2,AD-51,SD-24,CD-34,8
06037183221,Los Angeles,33.3,17.4,23.8,4.5,9.4,11.9,5.8,3779,75.2,14.3,0.1,0.3,9.3,0,0,0.7,Census Tract 1832.21,Los Angeles (100.0),0,0.3,10631.1,AD-51,SD-24,CD-34,8
06037183222,Los Angeles,34.7,11.7,13,3.2,4.7,12.3,1.3,3569,35,42.8,1.8,0,16.2,0,0,4.2,Census Tract 1832.22,Los Angeles (100.0),0,0.4,9211.7,AD-51,SD-24,CD-34,8
06037183300,Los Angeles,44.6,16.1,14.4,9.1,6.9,7,1,3528,60.6,17.8,0.6,0,17,0,0.5,3.6,Census Tract 1833,Los Angeles (100.0),0,0.2,14751.4,AD-51,SD-24,CD-34,8
06037183401,Los Angeles,48.7,24.4,25.9,9,4.3,12.3,3.6,2439,50.4,21.9,0.6,0,23.7,0.4,0.2,2.7,Census Tract 1834.01,Los Angeles (100.0),0,0.2,11879.2,AD-51,SD-24,CD-34,8
06037183402,Los Angeles,34,13.8,25.6,8.1,6.9,11.2,3.9,3020,32.5,26.5,2.6,0.2,26.5,0,0.5,11.3,Census Tract 1834.02,Los Angeles (100.0),0,0.2,15117.5,AD-51,SD-24,CD-34,8
06037183510,Los Angeles,30.1,25.1,13.2,1.7,7.5,3.2,0,2535,65.2,23.5,0,0,10.3,0,0,1,Census Tract 1835.10,Los Angeles (100.0),0,0.2,12255.5,AD-51,SD-24,CD-34,8
06037183520,Los Angeles,36.7,38.4,27.1,4,9.3,13.6,1.6,3676,83.3,10.7,0.1,0,2.8,0,0,3,Census Tract 1835.20,Los Angeles (100.0),0,0.2,20891.7,AD-51,SD-24,CD-34,8
06037183610,Los Angeles,35.6,26.9,32.5,6.3,8.8,10.1,2.5,2919,68.6,17,0.5,0.3,9.8,0,0,3.9,Census Tract 1836.10,Los Angeles (100.0),0,0.2,19241.6,AD-51,SD-24,CD-34,8
06037183620,Los Angeles,39.3,26.2,24.6,1.6,5.1,12.9,1.2,3038,62.6,26.4,2.2,0.4,6.1,0,0.2,2.1,Census Tract 1836.20,Los Angeles (100.0),0,0.2,14574.9,AD-51,SD-24,CD-34,8
06037183701,Los Angeles,27.9,19.6,24.2,0.5,8.5,11.7,2,3382,64.2,20.7,1.2,0,10.6,0.2,1.3,1.8,Census Tract 1837.01,Los Angeles (100.0),0,0.2,18044.8,AD-51,SD-24,CD-34,8
06037183702,Los Angeles,26.7,12.5,17.1,1.1,7.8,3.5,8.8,2995,47.5,24.9,3.4,0,13.6,0,0,10.6,Census Tract 1837.02,Los Angeles (100.0),0,0.3,8015.8,AD-51,SD-24,CD-34,8
06037183810,Los Angeles,40.4,32.7,38.5,1.6,10.1,19.6,4.2,4130,78.7,15.3,1.5,0.5,2.4,0,0,1.5,Census Tract 1838.10,Los Angeles (100.0),0,0.2,24252.7,AD-51,SD-24,CD-34,8
06037183820,Los Angeles,46.2,26.3,34.4,0,7.4,12.3,1.2,3452,73.9,10.3,4.7,0.4,8.9,0,0,1.8,Census Tract 1838.20,Los Angeles (100.0),0,0.1,30426.9,AD-51,SD-24,CD-34,8
06037185101,Los Angeles,21.1,26.5,14.9,10.2,7.8,3.7,3.5,2869,52.2,31.5,2.6,0,11.8,0,0,1.8,Census Tract 1851.01,Los Angeles (100.0),0,0.3,8992.3,AD-51,SD-24,CD-34,8
06037185102,Los Angeles,24.7,4.5,7.2,0,9.7,4.2,1.7,3459,31.7,58.6,2.2,0,4.4,0,1.9,1.2,Census Tract 1851.02,Los Angeles (100.0),0,0.6,5293.5,AD-51,SD-24,CD-34,8
06037185202,Los Angeles,25.9,16.6,15.7,7,4.5,3.7,1.6,4162,47.8,42,0.7,0,7.8,0,0,1.7,Census Tract 1852.02,Los Angeles (100.0),0,0.5,7909.2,AD-51,SD-24,CD-34,8
06037185203,Los Angeles,36.5,33.9,27.4,4.3,5.2,14.7,1.7,2862,73.9,13.3,0.6,0,8.1,0,1.3,2.8,Census Tract 1852.03,Los Angeles (100.0),0,0.2,12527,AD-51,SD-24,CD-34,8
06037185204,Los Angeles,32.2,14.8,23,0.7,3.8,4.5,0.9,1923,38.1,30,3.2,0,24.6,0,0.5,3.7,Census Tract 1852.04,Los Angeles (100.0),0,0.4,5313.6,AD-51,SD-24,CD-34,8
06037185310,Los Angeles,36.6,36.8,27,4.2,8.5,23.4,1.2,3180,86.1,6.1,1.2,0,6.6,0,0,0,Census Tract 1853.10,Los Angeles (100.0),0,0.2,16754.8,AD-51,SD-24,CD-34,8
06037185320,Los Angeles,40.6,38,37,4.8,7.2,24.5,0.8,2957,84.2,11.7,0.6,0,2.7,0,0,0.7,Census Tract 1853.20,Los Angeles (100.0),0,0.2,12867.1,AD-51,SD-24,CD-34,8
06037186100,Los Angeles,33.9,7,7.1,0.8,6.5,5.5,2.6,4929,30.1,34.1,0.6,0,27.8,0,1.4,6,Census Tract 1861,Los Angeles (100.0),0,0.5,8994.3,AD-51,SD-24,CD-34,8
06037186201,Los Angeles,45,13.5,15.6,9.6,2.8,16,0.8,3608,46.3,15.9,2.5,0,33.5,0,1.5,0.3,Census Tract 1862.01,Los Angeles (100.0),0,0.2,15306.2,AD-51,SD-24,CD-34,8
06037186202,Los Angeles,36.4,7.9,22.5,1.4,5.4,3.7,4.4,1920,42,25.3,1,0,29.4,0,0,2.3,Census Tract 1862.02,Los Angeles (100.0),0,0.2,12592.9,AD-51,SD-24,CD-34,8
06037186203,Los Angeles,27.7,11.9,5.7,1.5,8.6,7,3.1,3113,43,38.4,1,0,11.1,0,0.4,6,Census Tract 1862.03,Los Angeles (100.0),0,0.3,8455.1,AD-51,SD-24,CD-34,8
06037186301,Los Angeles,36.9,24.6,31.5,8,12.1,11.8,3.3,2749,67.8,18.4,4.1,0,5,0,0,4.7,Census Tract 1863.01,Los Angeles (100.0),0,0.4,5979,AD-51,SD-24,CD-34,8
06037186302,Los Angeles,37.5,16.7,10.8,2.3,8.8,9.7,3,5282,42.1,35.8,0.6,0,16.9,0,0.5,4,Census Tract 1863.02,Los Angeles (100.0),0,0.6,7976.3,AD-51,SD-24,CD-34,8
06037186401,Los Angeles,46,33.2,33.8,4.8,6.1,26.6,0.6,3198,80.5,4.4,1.6,0,12.4,0,0.8,0.3,Census Tract 1864.01,Los Angeles (100.0),0,0.4,8040.1,AD-51,SD-24,CD-34,8
06037186403,Los Angeles,40.5,30.2,20.6,3,5.6,18.5,2.4,2809,66.6,10.5,1.2,0,18.9,0,0,2.8,Census Tract 1864.03,Los Angeles (100.0),0,0.2,11966.5,AD-51,SD-24,CD-34,8
06037186404,Los Angeles,47.2,24,33.6,8.9,14,5.7,0.9,2809,69.3,15.5,0.2,0,15,0,0,0,Census Tract 1864.04,Los Angeles (100.0),0,0.2,14630.3,AD-51,SD-24,"CD-28, CD-34",8
06037187101,Los Angeles,50.4,12.5,15.1,0.4,3.6,8.3,3.7,3213,30,37,0.7,0,29.5,0,0.5,2.3,Census Tract 1871.01,Los Angeles (100.0),0,0.3,10254.5,AD-43,SD-24,CD-28,8
06037187102,Los Angeles,42.2,20.9,30.6,8.2,8.5,24.2,2,4376,48.4,18.3,1.8,0.2,21.8,5.6,0.2,3.7,Census Tract 1871.02,Los Angeles (100.0),0,0.8,5411.6,"AD-43, AD-51",SD-24,CD-28,8
06037187200,Los Angeles,36.4,24.8,14.4,2.6,6.7,10,0.5,3324,62.9,17,0.9,0,13.7,0.7,0,4.8,Census Tract 1872,Los Angeles (100.0),0,0.4,7899.9,"AD-43, AD-51",SD-24,CD-28,8
06037187300,Los Angeles,14.7,5.4,11.9,1.5,8.6,2.4,5.7,3715,22.4,60.5,0.9,0,12.3,0,0.5,3.5,Census Tract 1873,Los Angeles (100.0),0,0.4,7658,AD-43,SD-24,CD-28,8
06037188100,Los Angeles,36.8,15.2,21.4,3.6,2,12.8,2.3,3960,53.4,31.7,0.8,0,8.9,0,0,5.2,Census Tract 1881,Los Angeles (100.0),0,0.8,5039.5,AD-43,SD-25,CD-28,8
06037188201,Los Angeles,17,2.2,14.3,2.5,7.3,1.7,3.8,3262,14.9,63.5,4.5,2.6,11.5,0,0,3,Census Tract 1882.01,Los Angeles (100.0),0,0.3,11616.8,AD-43,SD-24,CD-28,8
06037188202,Los Angeles,25.9,2.4,8.3,0.6,3.4,0.8,1.8,2887,13.9,59.6,5,0,17.4,0,1,3,Census Tract 1882.02,Los Angeles (100.0),0,0.3,8386.5,AD-43,SD-25,CD-28,8
06037188300,Los Angeles,33.2,11.3,11.4,2.3,6.5,6.3,3.9,3822,27.8,38.8,0.4,5.5,23.2,0,0,4.3,Census Tract 1883,Los Angeles (100.0),0,0.4,9354.4,AD-43,SD-25,CD-28,8
06037189101,Los Angeles,24,2.4,11.5,5.1,6.4,11.4,5,2600,10.8,65.4,1.3,0,20.2,0.4,0,1.9,Census Tract 1891.01,Los Angeles (100.0),0,0.2,16966,AD-43,SD-24,CD-28,8
06037189102,Los Angeles,18.3,1.6,11.9,6.1,8.7,2.7,3.1,3960,14.8,66.4,0.6,0.1,12.1,1,0,5.1,Census Tract 1891.02,Los Angeles (100.0),0,0.2,13670.9,AD-43,SD-25,CD-28,8
06037189201,Los Angeles,38,9,28.7,2.6,6.8,15.6,5.6,3088,16.4,66.5,3.8,0,8.8,0,0.7,3.8,Census Tract 1892.01,Los Angeles (100.0),0,0.1,25891.9,AD-43,SD-24,CD-28,8
06037189202,Los Angeles,21.6,2.1,9.7,1.8,6.9,3.4,7.1,2781,10.9,68.9,0.7,0,10.6,0,0,8.8,Census Tract 1892.02,Los Angeles (100.0),0,0.4,6946.8,AD-43,SD-25,CD-28,8
